PW642498,PW689960,,APPROVED
PW659978,PW673346,,APPROVED
PW675174,PW646702,,NOT FOUND
Pw645022,Pw679212,,APPROVED
PW678336,PW691128,,APPROVED
PW639002,PW689242,,APPROVED
PW670364,PW656788,,APPROVED
pw669140,pw671946,,APPROVED
PW672818,PW656992,,APPROVED
PW659853,PW636973,,NOT FOUND
PW638821,PW658767,,NOT FOUND
PW196259,PW857503,,NOT FOUND
PW670132,PW989841,,APPROVED
Pw695061,Pw686231,,NOT FOUND
PW666804,PW648767,,APPROVED
PW694755,PW692667,,APPROVED
PW643265,PW685080,,APPROVED
PW677229,PW636973,,NOT FOUND
Pw695491,PW655003,,APPROVED
PW683790,PW659232,,APPROVED
pw636686,Pw671946,,APPROVED
PW665139,PW989841,,APPROVED
pw650114,pw671946,,APPROVED
PW652500,PW670049,,APPROVED
Pw688162,PW661153,,APPROVED
Pw668012,PW655003,,APPROVED
pw639771,pw671946,,NOT FOUND
PW640296,PW659232,,NOT FOUND
PW636413,PW661153,,NOT FOUND
PW673212,PW636973,,APPROVED
pw694096,pw671946,,APPROVED
PW652516,PW636973,,NOT FOUND
PW651551,PW658767,,APPROVED
PW671997,PW658767,,APPROVED
PW641033,PW667316,,APPROVED
PW144882,PW97256182,,APPROVED
PW645779,PW680054,,APPROVED
PW635578,PW687828,,APPROVED
Pw667627,PW687828,,APPROVED
PW649646,pw645543,,NOT FOUND
PW663723,PW687828,,APPROVED
PW681675,PW938942,,APPROVED
PW691123,PW129933,,APPROVED
PW685240,PW569267,,APPROVED
PW682488,PW636917,,APPROVED
Pw642448,Pw670233,,APPROVED
PW649137,PW692254,,APPROVED
PW675484,PW653413,,APPROVED
PW672109,PW654027,,NOT FOUND
Pw661190,Pw658767,,APPROVED
PW649725,PW695383,,NOT FOUND
Pw664759,Pw673220,,APPROVED
Pw642384,Pw765266,,APPROVED
Pw650147,Pw686231,,NOT FOUND
PW672121,Pw636973,,NOT FOUND
PW678169,PW650588,,NOT FOUND
Pw639175,PW661392,,APPROVED
PW663503,PW489759,,NOT FOUND
PW679188,PW489759,,APPROVED
Pw661923,PW647035,,APPROVED
PW684751,PW695255,,NOT FOUND
Pw685117,Pw640029,,APPROVED
PW669099,PW659232,,APPROVED
PW689745,PW681178,,APPROVED
PW677984,pw645543,,APPROVED
Pw654548,Pw765266,,APPROVED
Pw647848,PW661392,,NOT FOUND
PW662031,PW680054,,APPROVED
PW690650,PW362722,,NOT FOUND
PW674181,PW685080,,APPROVED
Pw694969,PW692500,,APPROVED
Pw669693,PW692500,,APPROVED
Pw675779,PW692500,,APPROVED
Pw692500,PW648736,,APPROVED
PW686903,PW692667,,APPROVED
PW668331,PW873241,,APPROVED
PW688506,PW409830,,NOT FOUND
PW679257,PW840133,,NOT FOUND
PW656071,PW693420,,NOT FOUND
PW677527,PW693420,,NOT FOUND
PW684648,PW715043,,APPROVED
PW668439,PW674848,,APPROVED
Pw646566,PW661392,,APPROVED
PW637062,PW655301,,APPROVED
Pw662404,PW661392,,NOT FOUND
PW679771,PW661153,,APPROVED
PW681064,PW642097,,NOT FOUND
PW640747,PW684049,,APPROVED
PW664587,PW636548,,APPROVED
PW644589,PW074198,,NOT FOUND
PW638992,PW715043,,NOT FOUND
PW657298,PW674848,,NOT FOUND
Pw694428,Pw646472,,NOT FOUND
PW685169,PW692667,,APPROVED
PW680838,PW685169,,APPROVED
Pw660687,PW655301,,NOT FOUND
Pw683641,Pw687966,,APPROVED
Pw679570,PW873241,,APPROVED
PW692018,PW682218,,APPROVED
PW661941,Pw661802,,APPROVED
Pw693788,Pw637718,,APPROVED
PW695143,PW645682,,NOT FOUND
PW684540,PW665723,,APPROVED
PW683174,PW656788,,APPROVED
Pw670298,Pw693788,,APPROVED
PW689306,PW265693,,APPROVED
PW683881,PW668085,,NOT FOUND
Pw659918,PW681784,,APPROVED
PW643865,PW667010,,APPROVED
PW644694,PW670735,,APPROVED
PW682673,PW667010,,NOT FOUND
Pw676202,Pw687808,,APPROVED
PW673704,PW663720,,NOT FOUND
PW650630,PW667010,,NOT FOUND
Pw662259,Pw765266,,APPROVED
PW664576,PW677701,,APPROVED
PW658071,PW677701,,APPROVED
PW677127,pw645543,,NOT FOUND
Pw638091,PW873241,,APPROVED
Pw674527,Pw670233,,APPROVED
PW695035,PW665858,,NOT FOUND
PW674595,PW688541,,APPROVED
PW671113,PW665858,,APPROVED
PW663843,PW647725,,APPROVED
PW689960,Pw645543,,APPROVED
PW695278,PW648736,,APPROVED
PW685492,PW674595,,APPROVED
Pw684982,PW647825,,APPROVED
PW643461,Pw081771,,APPROVED
Pw669410,Pw679212,,NOT FOUND
PW661769,PW653413,,NOT FOUND
Pw637410,Pw649254,,APPROVED
PW645759,PW673935,,APPROVED
PW659591,Pw841287,,NOT FOUND
PW677166,PW656788,,APPROVED
Pw670032,Pw637718,,APPROVED
PW614052,PW667338,,NOT FOUND
PW678090,PW658767,,NOT FOUND
PW650926,PW129933,,APPROVED
Pw651080,Pw686231,,NOT FOUND
PW691456,PW687828,,APPROVED
PW684137,PW129933,,APPROVED
Pw638696,pw645543,,APPROVED
Pw693518,Pw667519,,NOT FOUND
PW663349,PW678035,,APPROVED
PW669927,PW646984,,APPROVED
PW685826,PW655301,,NOT FOUND
Pw651175,PW678524,,NOT FOUND
Pw674880,Pw841287,,NOT FOUND
PW660317,PW657303,,APPROVED
PW676558,PW653413,,APPROVED
PW661122,265693,,APPROVED
PW651416,PW645543,,APPROVED
PW650695,Pw656992,,NOT FOUND
Pw676253,PW685080,,APPROVED
Pw639035,PW661392,,NOT FOUND
PW664464,Pw672987,,NOT FOUND
PW647187,PW873241,,APPROVED
Pw643561,PW661392,,NOT FOUND
Pw651862,Pw746679,,NOT FOUND
PW684928,PW673346,,APPROVED
Pw659103,Pw679212,,APPROVED
PW164431,PW409830,,APPROVED
Pw641907,PW637572,,APPROVED
Pw654535,Pw678524,,NOT FOUND
PW676098,PW641438,,NOT FOUND
PW679286,PW661674,,APPROVED
pw685652,pw671946,,APPROVED
PW653054,PW 658767,,NOT FOUND
PW673857,PW689735,,APPROVED
PW646373,PW648686,,APPROVED
PW694227,pw645543,,NOT FOUND
PW678708,pw645543,,APPROVED
PW678911,PW667010,,NOT FOUND
Pw668877,PW658822,,APPROVED
Pw655994,Pw658822,,APPROVED
Pw637600,Pw693788,,NOT FOUND
PW669119,PW643178,,NOT FOUND
PW653615,PW684049,,APPROVED
PW681178,PW659232,,APPROVED
PW675388,PW681178,,APPROVED
PW648670,PW694183,,APPROVED
PW670308,PW692254,,APPROVED
PW647896,PW265693,,NOT FOUND
PW689309,PW661699,,APPROVED
pw649623,pw671946,,APPROVED
pw655806,pw671946,,APPROVED
PW665963,Pw683887,,APPROVED
pw650264,pw635623,,NOT FOUND
pw681726,pw671946,,NOT FOUND
PW688782,Pw641082,,APPROVED
PW665841,Pw679037,,APPROVED
Pw653283,Pw641225,,APPROVED
PW646229,PW667010,,APPROVED
Pw666377,Pw689735,,APPROVED
PW669715,PW684095,,APPROVED
Pw637215,Pw662261,,APPROVED
PW640261,PW681784,,NOT FOUND
Pw678783,PW668970,,APPROVED
PW676226,PW659232,,APPROVED
PW658710,PW692667,,APPROVED
PW650113,PW684049,,NOT FOUND
PW656511,PW656511,,APPROVED
PW648114,PW692859,,APPROVED
Pw650779,Pw637003,,APPROVED
PW639853,PW662763,,APPROVED
pw678699,pw671946,,APPROVED
PW640289,PW666231,,APPROVED
PW661564,PW569267,,NOT FOUND
PW653201,PW667316,,APPROVED
Pw670563,Pw659103,,APPROVED
pw659396,pw671946,,APPROVED
PW675169,PW637035,,APPROVED
PW652168,PW678205,,NOT FOUND
PW638956,PW678205,,NOT FOUND
PW676698,PW674848,,APPROVED
PW647162,Pw646658,,APPROVED
PW686718,PW657303,,APPROVED
Pw678955,Pw679037,,APPROVED
PW644516,PW684049,,NOT FOUND
Pw664684,Pw681784,,APPROVED
PW674931,PW656788,,APPROVED
pw659094,pw671946,,APPROVED
Pw670910,Pw640029,,APPROVED
PW681506,PW685197,,APPROVED
PW651424,PW685248,,APPROVED
Pw638283,Pw679510,,APPROVED
Pw672155,Pw695039,,APPROVED
PW685733,PW682218,,APPROVED
pw691180,pw671946,,NOT FOUND
PW666291,PW675484,,NOT FOUND
Pw684838,Pw656788,,APPROVED
PW671946,PW657408,,APPROVED
pw666979,pw671946,,NOT FOUND
PW642353,PW635721,,APPROVED
PW665177,PW489759,,APPROVED
PW657676,PW654300,,NOT FOUND
Pw552110,Pw552110,,APPROVED
PW661699,PW661699,,NOT FOUND
PW650047,PW645682,,APPROVED
PW754585,PW081771,,APPROVED
PW655301,PW654027,,APPROVED
PW313661,Pw841287,,APPROVED
PW663906,PW691795,,APPROVED
PW668455,PW681275,,APPROVED
Pw664602,681327,,APPROVED
PW841287,PW807356,,APPROVED
Pw661067,Pw652785,,APPROVED
PW670715,PW655301,,NOT FOUND
PW665858,PW665858,,APPROVED
PW661802,Pw661941,,APPROVED
PW653413,PW129933,,APPROVED
PW668454,PW689242,,APPROVED
PW661212,PW648114,,APPROVED
Pw656377,Pw648730,,APPROVED
PW643844,PW674726,,NOT FOUND
PW672982,Pw641438,,APPROVED
PW639849,PW642311,,APPROVED
PW648061,PW643844,,NOT FOUND
PW674848,PW674848,,APPROVED
PW646374,Pw081771,,APPROVED
Pw675426,PW569267,,APPROVED
Pw680704,Pw680704,,APPROVED
PW653103,PW636486,,APPROVED
PW489759,PW715043,,APPROVED
PW651490,PW653413,,APPROVED
Pw568104,Pw552110,,APPROVED
PW685197,PW153186,,APPROVED
PW683695,PW665713,,APPROVED
Pw658822,Pw645543,,APPROVED
pw656269,PW682931,,APPROVED
PW635582,PW667010,,APPROVED
PW684413,PW665858,,APPROVED
PW654699,PW653413,,APPROVED
PW678623,PW656788,,APPROVED
Pw635731,PW662993,,APPROVED
PW672707,PW654027,,APPROVED
Pw666130,Pw694238,,APPROVED
Pw656994,Pw841287,,APPROVED
PW692329,PW569267,,NOT FOUND
PW649586,PW681275,,NOT FOUND
Pw679011,PW644824,,NOT FOUND
PW660271,PW647375,,APPROVED
PW636510,PW685466,,APPROVED
PW688364,PW081771,,APPROVED
PW645475,PW299680,,APPROVED
PW681486,PW692667,,APPROVED
PW636393,PW670228,,APPROVED
PW669285,PW692667,,APPROVED
Pw680934,PW687808,,NOT FOUND
PW657960,PW674848,,APPROVED
PW673598,PW569267,,APPROVED
Pw649845,PW569267,,APPROVED
Pw675418,Pw678524,,NOT FOUND
PW637224,PW639127,,NOT FOUND
PW650267,PW657408,,APPROVED
PW691097,PW657408,,APPROVED
PW654695,PW662203,,APPROVED
PW643950,PW684049,,NOT FOUND
PW676484,Pw754585,,APPROVED
PW668970,PW695272,,APPROVED
PW667675,PW569267,,APPROVED
PW686138,PW665858,,APPROVED
PW637287,PW665858,,APPROVED
PW667721,PW667721,,APPROVED
PW651785,PW670049,,APPROVED
Pw694701,Pw637003,,APPROVED
PW680453,PW645202,,APPROVED
Pw647721,Pw765266,,APPROVED
PW668115,PW129933,,APPROVED
PW688612,PW688097,,APPROVED
PW637718,Pw691926,,APPROVED
PW153186,PW841287,,APPROVED
PW670233,PW658822,,APPROVED
PW677632,PW656511,,APPROVED
PW647769,PW681187,,APPROVED
PW154493,PW409830,,APPROVED
PW081771,Pw754585,,APPROVED
PW663707,PW665858,,APPROVED
PW644812,PW637287,,NOT FOUND
Pw666928,PW658822,,APPROVED
PW682120,PW691128,,APPROVED
Pw636687,Pw658822,,APPROVED
Pw683887,PW648114,,APPROVED
PW646403,PW569267,,APPROVED
Pw895800,Pw552110,,APPROVED
PW667369,Pw678653,,NOT FOUND
PW667552,PW636917,,APPROVED
PW679227,PW661699,,APPROVED
PW981418,PW569267,,APPROVED
PW676994,PW569267,,APPROVED
PW636378,PW635721,,APPROVED
PW681846,PW489759,,APPROVED
PW641138,Pw654533,,APPROVED
PW690545,PW637287,,APPROVED
PW682218,PW682218,,APPROVED
Pw678013,PW129933,,APPROVED
PW665713,PW665713,,APPROVED
PW662530,PW682218,,APPROVED
PW655253,PW665858,,APPROVED
PW636987,PW665713,,APPROVED
PW653316,PW665858,,NOT FOUND
PW667361,PW668454,,APPROVED
PW677496,PW654027,,APPROVED
PW682090,PW643844,,NOT FOUND
Pw671545,????658024,,APPROVED
PW646475,PW569267,,APPROVED
Pw675666,Pw081771,,APPROVED
PW635805,PW692500,,APPROVED
PW659317,PW684049,,APPROVED
PW670222,Pe667318,,NOT FOUND
PW686111,PW646576,,APPROVED
PW651382,PW688541,,APPROVED
Pw662158,Pw841287,,APPROVED
PW671971,PW686425,,APPROVED
PW690541,PW129933,,APPROVED
Pw641255,PW715043,,APPROVED
PW682931,PW661699,,APPROVED
PW658499,PW690380,,APPROVED
PW679212,PW129933,,APPROVED
PW691795,PW663906,,APPROVED
PW652399,PW686425,,NOT FOUND
Pw688191,Pw645627,,NOT FOUND
PW638172,pw645543,,APPROVED
PW684929,PW129933,,APPROVED
PW654854,PW695255,,APPROVED
PW687846,PW489759,,APPROVED
PW664758,PW636486,,APPROVED
PW656134,PW665713,,APPROVED
PW680109,PW688541,,APPROVED
PW341832,PW646984,,APPROVED
PW695212,PW663906,,NOT FOUND
Pw641438,Pw841287,,APPROVED
PW658511,PW299680,,APPROVED
PW686425,PW684049,,APPROVED
Pw667452,Pw679110,,NOT FOUND
PW690380,PW646576,,APPROVED
Pw640650,Pw765266,,APPROVED
Pw682915,Pw841287,,NOT FOUND
Pw659411,Pw645543,,APPROVED
Pw685852,Pw644495,,APPROVED
PW691896,PW653678,,APPROVED
PW662763,PW668648,,APPROVED
pw684568,pw671946,,NOT FOUND
PW670775,PW643844,,APPROVED
PW645790,PW569267,,APPROVED
PW684906,PW676145,,APPROVED
PW637592,PW671115,,APPROVED
PW683534,PW692859,,APPROVED
PW649131,PW989841,,APPROVED
Pw645817,Pw659151,,APPROVED
PW687927,Pw641225,,APPROVED
PW665048,PW686425,,APPROVED
PW638609,PW684049,,APPROVED
Pw682626,Pw841287,,APPROVED
Pw656064,PW665291,,APPROVED
PW682262,PW685115,,APPROVED
Pw677291,Pw659411,,APPROVED
PW652253,PW642844,,NOT FOUND
PW647725,PW681962,,APPROVED
PW660893,PW671115,,APPROVED
PW655659,PW660893,,NOT FOUND
PW663833,PW569267,,APPROVED
PW671610,PW645543,,APPROVED
Pw655323,PW692500,,APPROVED
PW673346,PW671769,,APPROVED
PW661265,PW695255,,APPROVED
Pw650373,Pw656377,,APPROVED
PW641166,Pw644173,,APPROVED
Pw663488,Pw841287,,APPROVED
PW643925,PW656511,,APPROVED
PW693420,PW686425,,APPROVED
PW658352,PW640592,,APPROVED
Pw682239,PW653103,,APPROVED
PW639833,PW636486,,APPROVED
PW652241,PW671971,,APPROVED
PW654884,PW693860,,APPROVED
PW640027,PW637035,,NOT FOUND
PW692966,Pw672431,,APPROVED
pw641118,PW693860,,NOT FOUND
PW685479,PW989841,,APPROVED
PW649920,PW653413,,APPROVED
Pw679746,Pw313661,,APPROVED
PW692440,PW681784,,APPROVED
PW649149,PW693244,,APPROVED
Pw678524,Pw635713,,APPROVED
PW658228,PW569267,,NOT FOUND
Pw265759,PW436668,,APPROVED
PW669255,PW938942,,APPROVED
PW640029,Pw765266,,APPROVED
PW640105,PW653413,,APPROVED
PW690321,PW569267,,APPROVED
PW686505,PW655301,,APPROVED
PW667896,PW676145,,APPROVED
Pw678296,Pw659151,,APPROVED
PW660145,PW676145,,APPROVED
PW678485,PW684049,,APPROVED
Pw679651,PW653413,,APPROVED
PW635652,PW682169,,APPROVED
Pw657880,PW678524,,NOT FOUND
PW679957,PW 653678,,NOT FOUND
Pw662993,PW954875,,APPROVED
PW657808,PW671115,,APPROVED
PW671769,PW678524,,NOT FOUND
PW649311,PW641005,,NOT FOUND
PW683203,PW684095,,APPROVED
PW677401,PW636486,,APPROVED
PW678478,Pw680704,,APPROVED
PW648971,PW658767,,APPROVED
Pw640160,Pw841287,,NOT FOUND
Pw681454,Pe653231,,APPROVED
PW638699,PW649149,,APPROVED
Pw654442,PW692500,,APPROVED
PW677089,PW569267,,NOT FOUND
Pw637136,Pw653231,,NOT FOUND
Pw746679,Pw568634,,APPROVED
Pw666217,Pw659151,,APPROVED
PW677792,Pw637718,,APPROVED
Pw646276,Pw162057,,APPROVED
PW677324,PW636973,,NOT FOUND
Pw664958,PW635731,,APPROVED
PW647480,PW647480,,APPROVED
PW693936,PW645202,,APPROVED
Pw643894,PW 658767,,NOT FOUND
PW667338,PW081771,,APPROVED
PW692059,Pw654833,,APPROVED
Pw642552,Pw693860,,NOT FOUND
Pw636591,Pw552110,,APPROVED
PW685425,PW643844,,NOT FOUND
PW673347,PW686343,,APPROVED
PW680089,PW684049,,APPROVED
PW650700,PW695255,,APPROVED
PW648686,PW673346,,APPROVED
PW642927,PW689242,,APPROVED
PW683914,PW676145,,APPROVED
PW652538,PW655301,,APPROVED
PW669779,PW685466,,APPROVED
Pw660289,PW681784,,NOT FOUND
Pw664187,Pw659411,,APPROVED
PW688040,PW641005,,APPROVED
PW689561,PW840133,,NOT FOUND
PW664698,PW695000,,NOT FOUND
PW661372,PW637287,,NOT FOUND
PW299680,PW658511,,APPROVED
PW652927,PW672828,,NOT FOUND
PW636917,PW689242,,APPROVED
PW693860,PW684049,,APPROVED
PW687644,PW645202,,APPROVED
PW675304,PW635721,,NOT FOUND
Pw636689,Pw681784,,APPROVED
PW694718,PW676145,,APPROVED
PW683051,PW489759,,APPROVED
PW695525,PW683887,,APPROVED
PW638612,PW676145,,NOT FOUND
Pw675462,Pw646472,,NOT FOUND
PW679435,PW938942,,APPROVED
PW648870,PW689242,,APPROVED
PW685248,PW689242,,APPROVED
PW642908,PW63572,,APPROVED
PW683919,Pw652927,,APPROVED
PW661109,PW635731,,APPROVED
PW661013,PW635721,,NOT FOUND
PW636377,PW635721,,APPROVED
PW684833,Pw644495,,NOT FOUND
PW677897,PW668648,,NOT FOUND
PW072306,PW341832,,APPROVED
Pw669947,pw637718,,NOT FOUND
PW680587,PW569267,,APPROVED
PW673900,Pw640029,,APPROVED
PW691468,PW656788,,APPROVED
PW666231,PW689242,,APPROVED
PW693808,PW661153,,NOT FOUND
Pw687021,Pw670233,,APPROVED
PW687808,PW686425,,APPROVED
Pw638389,Pw658024,,APPROVED
PW638122,PW667339,,APPROVED
PW645587,PW652241,,NOT FOUND
Pw695021,Pw653231,,NOT FOUND
PW695551,PW667010,,APPROVED
Pw690962,Pw694901,,APPROVED
Pw641082,Pw641438,,APPROVED
PW673257,PW686425,,NOT FOUND
PW679583,PW569267,,APPROVED
PW643155,PW489759,,APPROVED
PW662261,PW694238,,APPROVED
PW691156,PW684095,,APPROVED
PW647364,PW635721,,APPROVED
PW661073,PW673346,,APPROVED
Pw649470,PW841287,,APPROVED
PW668039,PW649149,,APPROVED
PW694567,PW694238,,APPROVED
PW658205,PW667339,,APPROVED
PW651536,PW656511,,APPROVED
PW663927,PW636486,,APPROVED
PW689807,PW666928,,APPROVED
PW645528,PW653413,,NOT FOUND
PW666963,PW667010,,NOT FOUND
Pw645284,Pw686231,,APPROVED
PW684790,PW642311,,APPROVED
PW660410,PW656272,,APPROVED
PW665723,PW689242,,APPROVED
PW666631,PW685466,,NOT FOUND
PW648239,PW657303,,APPROVED
Pw687273,PW661392,,APPROVED
PW653423,PW653423,,APPROVED
PW695178,PW653413,,NOT FOUND
PW642066,PW661153,,NOT FOUND
PW668670,PW654027,,APPROVED
PW676179,PW665713,,APPROVED
PW644039,Pw644495,,NOT FOUND
Pw682597,489759,,APPROVED
Pw660081,PW692500,,APPROVED
Pw668451,Pw680704,,APPROVED
PW668558,PW686425,,APPROVED
PW694072,Pw644495,,NOT FOUND
PW686089,PW685852,,NOT FOUND
PW673528,PW642311,,APPROVED
PW680288,489759,,APPROVED
PW654102,PW661991,,NOT FOUND
Pw683318,PW661392,,APPROVED
PW669675,pw569267,,NOT FOUND
Pw680668,PW661392,,APPROVED
PW672741,PW646984,,NOT FOUND
PW690586,PW569267,,APPROVED
PW685170,PW569267,,NOT FOUND
PW652867,PW682675,,APPROVED
Pw545824,Pw746679,,NOT FOUND
PW643889,PW489759,,APPROVED
PW677851,Pw645543,,NOT FOUND
PW739550,Pw765266,,APPROVED
PW664701,Pw313661,,APPROVED
PW638096,PW569267,,NOT FOUND
PW645125,PW676145,,NOT FOUND
PW654625,Pw679037,,APPROVED
PW682245,PW649149,,APPROVED
PW676145,PW684049,,APPROVED
PW644754,PW676145,,NOT FOUND
PW670383,PW656511,,NOT FOUND
PW661637,PW648736,,NOT FOUND
PW640317,PW650177,,APPROVED
PW685680,PW669779,,NOT FOUND
PW681210,PW669779,,NOT FOUND
PW657792,PW653413,,APPROVED
PW671732,PW669779,,NOT FOUND
PW656669,PW669779,,APPROVED
Pw692208,Pw694901,,APPROVED
Pw639052,PW661392,,APPROVED
Pw665041,Pw656377,,APPROVED
Pw645855,Pw649254,,APPROVED
PW657617,PW715043,,NOT FOUND
PW675561,PW654027,,APPROVED
PW674882,PW635721,,APPROVED
PW691996,PW569267,,APPROVED
PW687015,Pw641438,,NOT FOUND
PW837101,PW938942,,APPROVED
PW666029,PW646576,,APPROVED
PW676333,PW671971,,NOT FOUND
Pw647255,Pw658822,,NOT FOUND
PW635691,PW667010,,NOT FOUND
Pw667155,Pw657157,,NOT FOUND
Pw679510,Pw637035,,APPROVED
Pw923232,Pw873050,,APPROVED
Pw673937,PW661153,,APPROVED
PW670324,PW681275,,APPROVED
Pw690688,Pw659411,,APPROVED
PW685740,PW661699,,APPROVED
PW644838,PW693826,,APPROVED
Pw672981,Pw765266,,APPROVED
Pw672267,Pw664967,,APPROVED
PW676068,PW689242,,APPROVED
PW661063,PW681275,,APPROVED
PW672147,PW661153,,NOT FOUND
PW678135,PW689242,,APPROVED
PW669245,PW646576,,APPROVED
PW678205,PW989841,,APPROVED
PW650861,PW644562,,APPROVED
Pw661950,Pw658024,,APPROVED
Pw674683,PW661392,,APPROVED
PW658818,PW658818,,APPROVED
Pw677701,PW661699,,APPROVED
PW650136,PW657434,,APPROVED
PW657401,PW642097,,APPROVED
PW675965,PW684095,,APPROVED
pw649460,pw671946,,APPROVED
Pw636726,PW661392,,APPROVED
PW667940,PW715043,,APPROVED
PW660689,PW695000,,APPROVED
PW686261,Pw652927,,NOT FOUND
PW639280,PW641005,,APPROVED
PW675339,PW689242,,APPROVED
PW693934,PW653413,,NOT FOUND
Pw672431,Pw673285,,APPROVED
PW647869,PW668454,,APPROVED
PW691772,PW391668,,APPROVED
PW639127,PW654027,,NOT FOUND
pw660379,PW668085,,APPROVED
PW659020,PW489759,,APPROVED
PW659661,PW639280,,APPROVED
PW685037,PW692754,,APPROVED
PW680326,PW489759,,APPROVED
PW637356,PW569267,,APPROVED
Pw640611,PW661392,,APPROVED
PW658532,PW642097,,APPROVED
Pw665107,Pw664967,,APPROVED
PW683221,PW676145,,NOT FOUND
PW662181,PW569267,,APPROVED
PW680833,PW649254,,APPROVED
Pw680500,PW6317718,,APPROVED
PW664250,PW668962,,APPROVED
Pw670207,PW694901,,APPROVED
PW692254,PW404707,,APPROVED
PW650572,PW569267,,APPROVED
PW674088,PW989841,,APPROVED
PW649956,Pw678524,,NOT FOUND
Pw658767,Pw658767,,APPROVED
PW685126,PW715043,,APPROVED
PW680045,PW692754,,APPROVED
PW660902,PW688541,,APPROVED
PW668096,PW569267,,APPROVED
Pw670583,PW647035,,NOT FOUND
PW677880,PW661991,,APPROVED
PW658848,PW637003,,NOT FOUND
PW670570,PW635721,,APPROVED
Pw635713,Pw678524,,NOT FOUND
PW688454,pw671946,,APPROVED
Pw692016,Pw694567,,APPROVED
Pw644306,Pw656377,,APPROVED
Pw692606,PW694238,,NOT FOUND
PW644750,PW665713,,APPROVED
PW680070,PW668454,,APPROVED
PW647218,Pw659151,,APPROVED
Pw672366,PW661392,,NOT FOUND
Pw641963,Pw841287,,APPROVED
PW674446,Pw679212,,APPROVED
PW656461,PW489759,,APPROVED
PW654741,PW662209,,APPROVED
PW692146,PW653995,,APPROVED
Pw664360,PW661392,,NOT FOUND
PW675408,PW666928,,APPROVED
PW646252,PW689242,,APPROVED
Pw682168,Pw637718,,NOT FOUND
PW667182,PW653413,,NOT FOUND
Pw685886,Pw637718,,NOT FOUND
PW662209,PW265693,,APPROVED
Pw661905,Pw681327,,APPROVED
PW639724,PW642097,,APPROVED
PW695405,PW688541,,APPROVED
PW678260,PW659232,,APPROVED
PW656834,PW686718,,APPROVED
Pw677886,PW656834,,APPROVED
PW688367,PW649149,,APPROVED
PW651385,PW684095,,APPROVED
PW683277,PW635670,,NOT FOUND
PW687068,PW645967,,APPROVED
PW672828,Pw652927,,NOT FOUND
